uid,video_id,start_seconds,stop_seconds,narration,verb,noun,location
1600,P01_09,2454.84,2456.97,put down bowl,put-down,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1601,P01_09,2457.45,2460.97,take tray,take,tray,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1602,P01_09,2462.82,2468.53,flatten dough,flatten,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1603,P01_09,2467.88,2469.13,put down dough,put-down,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1604,P01_09,2471.11,2475.94,sprinkle flour,sprinkle,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1605,P01_09,2477.3,2482.88,roll dough,roll,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1606,P01_09,2482.6,2484.18,take rolling pin,take,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1607,P01_09,2484.81,2504.09,roll dough,roll,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1608,P01_09,2485.63,2502.82,continue rolling dough,roll,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1609,P01_09,2495.91,2512,continue rolling dough,roll,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1610,P01_09,2512.1,2514.89,put down rolling pin,put-down,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1611,P01_09,2514.99,2528.75,spread dough,spread,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1612,P01_09,2528.85,2530.91,put dough onto tray,put,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1613,P01_09,2531.45,2535.43,spread dough,spread,dough,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1614,P01_09,2536.23,2539.23,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1615,P01_09,2539.22,2543,take tomato sauce,take,sauce:tomato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1616,P01_09,2543.1,2544.18,put down sauce,put-down,sauce,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1617,P01_09,2544.29,2547.17,put sauce into cupboard,put,sauce,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1618,P01_09,2547.58,2548.58,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1619,P01_09,2550.24,2551.9,open bottle,open,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1620,P01_09,2553.63,2560.32,pour sauce onto dough,pour,sauce,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1621,P01_09,2559.95,2561.02,put on lid,put-on,lid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1622,P01_09,2561.22,2562.67,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1623,P01_09,2562.32,2563.32,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1624,P01_09,2563.34,2564.08,close drawer,close,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1625,P01_09,2565.18,2568.89,pour sauce onto dough,pour,sauce,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1626,P01_09,2568.99,2575.68,pour sauce onto dough,pour,sauce,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1627,P01_09,2571.99,2584.02,spoon sauce,spoon,sauce,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1628,P01_09,2585.35,2586.7,put down butter,put-down,butter,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1629,P01_09,2586.8,2594.14,spread sauce,spread,sauce,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1630,P01_09,2595.14,2596.14,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1631,P01_09,2597.25,2598.64,take aubergine,take,aubergine,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1632,P01_09,2600.05,2601.4,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1633,P01_09,2602.04,2603.44,take mozzarella,take,mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1634,P01_09,2608.6,2610.35,sprinkle mozzarella onto dough,sprinkle,mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1635,P01_09,2612.2,2623.77,continue sprinkling mozzarella,sprinkle,mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1636,P01_09,2623.94,2624.98,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1637,P01_09,2625.08,2629.16,spread mozzarella,spread,mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1638,P01_09,2629.62,2633.66,sprinkle more mozzarella,sprinkle,mozzarella:more,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1639,P01_09,2637.45,2640.13,fold mozzarella bag,fold,bag:mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1640,P01_09,2640.05,2640.87,put down mozzarella bag,put-down,bag:mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1641,P01_09,2641.88,2643.63,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1642,P01_09,2643.11,2644.93,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1643,P01_09,2644.67,2645.58,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1644,P01_09,2646.2,2660.55,place aubergine onto pizza,place,aubergine,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1645,P01_09,2660.74,2661.98,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1646,P01_09,2665.25,2667.85,take olives,take,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1647,P01_09,2668.23,2679.79,spread olives onto pizza,spread,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1648,P01_09,2679.51,2681.83,take olives,take,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1649,P01_09,2681.19,2685.21,spread olives onto pizza,spread,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1650,P01_09,2686.51,2687.21,eat olive,eat,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1651,P01_09,2687.37,2688.41,take olive,take,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1652,P01_09,2688.47,2690.86,spread olives onto pizza,spread,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1653,P01_09,2690.97,2692.21,take olive,take,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1654,P01_09,2692.31,2693.9,spread olives onto pizza,spread,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1655,P01_09,2694.01,2695.27,take olives,take,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1656,P01_09,2695.37,2696.2,spread olives onto pizza,spread,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1657,P01_09,2696.49,2697.57,take onion,take,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1658,P01_09,2697.2,2698.21,place onion onto pizza,place,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1659,P01_09,2698.21,2699.76,take onion,take,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1660,P01_09,2700.68,2702.85,take onion,take,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1661,P01_09,2702.79,2705.43,put onion onto pizza,put,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1662,P01_09,2705.39,2706.39,take onion,take,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1663,P01_09,2707.65,2708.62,take onion,take,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1664,P01_09,2708.59,2709.29,place onion onto pizza,place,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1665,P01_09,2715.54,2718.89,dry hands,dry,hand,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1666,P01_09,2720.04,2721.62,take cloth,take,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1667,P01_09,2722.58,2725.26,hang cloth,hang,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1668,P01_09,2725.21,2728.5,take pizza,take,pizza,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1669,P01_09,2728.71,2730.64,put pizza onto tray,put,pizza,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1670,P01_09,2731.97,2733.18,open oven,open,oven,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1671,P01_09,2733.09,2736.7,put pizza into oven,put,pizza,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1672,P01_09,2738.06,2740.68,close oven,close,oven,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1673,P01_09,2742.88,2744.5,take flour bag,take,bag:flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1674,P01_09,2744.6,2747.86,take lid and bottle,take,lid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1675,P01_09,2750.67,2751.48,take lid,take,lid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1676,P01_09,2751.49,2753.09,close bottle,close,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1677,P01_09,2755.02,2755.89,take mozzarella bag,take,bag:mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1678,P01_09,2758,2760.69,open fridge,open,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1679,P01_09,2760.5,2766.57,put sauce into fridge,put,sauce,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1680,P01_09,2766.52,2768.01,take beer,take,beer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1681,P01_09,2768.11,2770.05,put down beer,put-down,beer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1682,P01_09,2770.65,2775.14,fold mozzarella bag,fold,bag:mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1683,P01_09,2774.99,2776.51,put mozzarella bag into fridge,put,bag:mozzarella,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1684,P01_09,2776.88,2779.55,close fridge,close,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1685,P01_09,2782.02,2783.56,take table cloth,take,cloth:table,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1686,P01_09,2785.98,2788.08,move glass,move,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1687,P01_09,2787.89,2789.64,put down table cloth,put-down,cloth:table,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1688,P01_09,2790.09,2791.39,take paper,take,paper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1689,P01_09,2793.35,2795.1,open bin,open,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1690,P01_09,2794.95,2795.74,throw paper into bin,throw,paper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1691,P01_09,2795.37,2796.6,close bin,close,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1692,P01_09,2797.39,2798.56,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1693,P01_09,2799.74,2801.09,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1694,P01_09,2801.59,2810.84,roll flour bag,roll,bag:flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1695,P01_09,2811.44,2815.9,put flour bag into cupboard,put,bag:flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1696,P01_09,2816.64,2819.72,take cloves,take,clove,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1697,P01_09,2819.49,2822.32,put cloves into cupboard,put,clove,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1698,P01_09,2823.45,2825.35,take rolling pin and bowl,take,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1699,P01_09,2824.7,2825.95,put down rolling pin and bowl,put-down,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1700,P01_09,2827.55,2828.8,take mushroom,take,mushroom,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1701,P01_09,2828.65,2829.65,eat mushroom,eat,mushroom,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1702,P01_09,2829.75,2831.75,take olive,take,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1703,P01_09,2831.85,2833.85,eat olives,eat,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1704,P01_09,2834.95,2836.45,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1705,P01_09,2836.55,2839.8,take bowl,take,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1706,P01_09,2841.43,2842.93,move bowl and rolling pin,move,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1707,P01_09,2844,2845.05,put down rolling pin,put-down,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1708,P01_09,2845.55,2854.32,pour mushrooms into bowl,pour,mushroom,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1709,P01_09,2854.33,2856.5,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1710,P01_09,2858.12,2859.81,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1711,P01_09,2860.05,2865.9,pour potatoes into bowl,pour,potato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1712,P01_09,2866.5,2867.91,take potato,take,potato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1713,P01_09,2867.4,2868.19,put potato into bowl,put,potato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1714,P01_09,2868.65,2871.09,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1715,P01_09,2871.55,2874.08,take olives,take,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1716,P01_09,2874.01,2875.2,eat olives,eat,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1717,P01_09,2875.85,2886.16,dry hands,dry,hand,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1718,P01_09,2876.97,2879.57,take paper,take,paper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1719,P01_09,2880.11,2883.08,put plate into sink,put,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1720,P01_09,2885.93,2886.6,open bin,open,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1721,P01_09,2886.63,2887.58,throw paper,throw,paper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1722,P01_09,2887.18,2887.95,close bin,close,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1723,P01_09,2889.46,2890.24,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1724,P01_09,2890.35,2893.08,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1725,P01_09,2894.91,2895.53,put down knife and fork,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1726,P01_09,2896.37,2897.28,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1727,P01_09,2899.3,2900.36,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1728,P01_09,2901.78,2902.46,take glass,take,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1729,P01_09,2902.56,2903.12,take can,take,can,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1730,P01_09,2903.48,2907.79,open can,open,can,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1731,P01_09,2909.16,2914.62,pour beer into glass,pour,beer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1732,P01_09,2914.56,2915.83,put down glass and can,put-down,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1733,P01_09,2917.86,2918.7,open oven,open,oven,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1734,P01_09,2918.67,2920.52,check pizza,check,pizza,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1735,P01_09,2920.62,2921.41,close oven,close,oven,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1736,P01_09,2923.72,2924.58,take bottle,take,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1737,P01_09,2926.74,2927.49,open bottle,open,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1738,P01_09,2927.7,2930.9,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1739,P01_09,2930.54,2939.92,pour water into bottle,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1740,P01_09,2940.02,2941.82,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1741,P01_09,2942.73,2944.92,put down bottle,put-down,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1742,P01_09,2946.14,2948.67,take bowls,take,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1743,P01_09,2951.22,2954.66,open fridge,open,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1744,P01_09,2955.45,2956.65,put bowl into fridge,put,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1745,P01_09,2956.75,2958.9,put bowl into fridge,put,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1746,P01_09,2959.04,2962.29,close fridge,close,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1747,P01_09,2971.51,2973.84,open the oven,open,oven,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1748,P01_09,2977.75,2984.45,take olives,take,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1749,P01_09,2985.81,2995.73,spread olives onto pizza,spread,olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1750,P01_09,2995.2,3001.95,close oven,close,oven,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1751,P01_09,3007.69,3008.86,take sponge,take,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1752,P01_09,3008.64,3010.14,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1753,P01_09,3010.19,3012.97,rinse sponge,rinse,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1754,P01_09,3012.84,3014.09,take washing up liquid,take-up,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1755,P01_09,3014.19,3016.69,pour washing up liquid,pour-up,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1756,P01_09,3016.79,3017.64,put down washing up liquid,put-down,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1757,P01_09,3017.74,3027.11,wash spoon,wash,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1758,P01_09,3026.43,3027.52,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1759,P01_09,3027.25,3027.75,take measuring cup,take,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1760,P01_09,3027.84,3028.77,empty measuring cup,empty,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1761,P01_09,3028.48,3032.31,wash measuring cup,wash,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1762,P01_09,3032.41,3033.05,put down measuring cup,put-down,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1763,P01_09,3033.15,3035.15,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1764,P01_09,3034.94,3041.21,wash cutting board,wash,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1765,P01_09,3041.31,3044.6,continue washing cutting board,wash,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1766,P01_09,3046.33,3047.07,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1767,P01_09,3047.65,3049.28,move spoon,move,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1768,P01_09,3051.75,3052.99,take rolling pin,take,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1769,P01_09,3052.67,3053.72,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1770,P01_09,3053.74,3070.55,wash rolling pin,wash,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1771,P01_09,3069.82,3071.64,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1772,P01_09,3071.48,3078.81,wash rolling pin,wash,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1773,P01_09,3078.91,3080.38,put down rolling pin,put-down,pin:rolling,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1774,P01_09,3080.48,3081.38,take tong,take,tong,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1775,P01_09,3081.38,3086.48,wash tong,wash,tong,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1776,P01_09,3086.57,3087.39,put down tong,put-down,tong,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1777,P01_09,3087.38,3088.7,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1778,P01_09,3088.64,3091.49,wash knife,wash,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1779,P01_09,3091.59,3092.6,take sponge,take,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1780,P01_09,3093.47,3094.12,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1781,P01_09,3094.39,3096.48,move plates,move,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1782,P01_09,3095.99,3097.24,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1783,P01_09,3098.01,3102.7,wash plate,wash,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1784,P01_09,3102.69,3104.19,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1785,P01_09,3104.29,3106.06,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1786,P01_09,3106.01,3113.21,wash plate,wash,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1787,P01_09,3106.02,3112.21,wash plate,wash,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1788,P01_09,3112.6,3113.85,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1789,P01_09,3113.54,3114.92,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1790,P01_09,3119.13,3120.12,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1791,P01_09,3120.22,3121.42,take bowl,take,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1792,P01_09,3121.52,3128.63,wash bowl,wash,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1793,P01_09,3128.02,3128.98,put down bowl,put-down,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1794,P01_09,3130.26,3132.83,take pan,take,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1795,P01_09,3133.14,3136.63,empty pan,empty,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1796,P01_09,3139.73,3141.57,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1797,P01_09,3141.07,3152.46,rinse bowl,rinse,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1798,P01_09,3152.89,3154.22,put bowl onto rack,put,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1799,P01_09,3154.3,3160.53,rinse plate,rinse,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1800,P01_09,3160.63,3162.25,put plate into rack,put,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1801,P01_09,3162.81,3170.51,rinse plate,rinse,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1802,P01_09,3170.61,3172.79,put plate into rack,put,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1803,P01_09,3172.24,3173.18,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1804,P01_09,3172.92,3178.15,rinse plate,rinse,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
